URL,secondary_color
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_355_V_TC_46/1912,2070,27,292/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_332_V_TC_46/2362,6430,182,207/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_114_R_TC_46/1887,290,100,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_189_R_TC_46/2615,1375,107,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_282_R_TC_46/3507,4002,150,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_112_V_TC_46/1975,990,315,440/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_090_V_TC_46/3625,5502,300,890/pct:40/0/default.jpg",red
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_016_R_TC_46/362,5695,75,275/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_212_V_TC_46/2700,3907,217,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_243_V_TC_46/4405,5772,130,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_191_R_TC_46/3955,4350,27,207/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_345_R_TC_46/2032,275,125,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_359_R_TC_46/3195,3125,127,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_188_R_TC_46/487,772,142,205/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_201_R_TC_46/2682,6292,120,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_187_R_TC_46/2812,6535,232,147/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_176_V_TC_46/2892,4080,105,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_347_R_TC_46/2617,5010,130,190/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_138_V_TC_46/2155,2325,120,195/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_257_V_TC_46/3762,2025,135,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_096_V_TC_46/4647,5617,112,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_160_V_TC_46/4607,3490,155,192/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_133_R_TC_46/1355,4322,205,185/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_253_R_TC_46/1790,4020,212,242/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_056_R_TC_46/2252,5572,117,167/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_056_R_TC_46/3227,3000,115,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_121_V_TC_46/3632,287,127,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_212_V_TC_46/4737,7127,105,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_332_V_TC_46/2140,2507,205,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_311_R_TC_46/1617,6070,135,187/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_327_V_TC_46/5005,6300,202,420/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_273_V_TC_46/2982,1462,130,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_067_V_TC_46/1775,3860,267,735/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_269_R_TC_46/3455,2907,117,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_344_V_TC_46/2547,5022,145,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_016_R_TC_46/2045,337,50,137/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_075_R_TC_46/382,3815,345,327/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_189_R_TC_46/572,4952,192,370/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_182_V_TC_46/2537,2210,120,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_293_V_TC_46/4052,4150,280,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_186_R_TC_46/2202,5985,227,572/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_073_V_TC_46/3725,3177,45,412/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_348_R_TC_46/572,2542,322,415/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_027_V_TC_46/3907,4765,735,360/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_261_R_TC_46/4032,4405,50,562/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_213_R_TC_46/2272,2935,250,280/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_293_V_TC_46/4057,2850,160,310/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_200_R_TC_46/577,4650,87,152/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_168_V_TC_46/3522,5870,512,2372/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_153_R_TC_46/3137,4225,65,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_169_R_TC_46/3147,4360,200,295/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_179_R_TC_46/3792,6500,160,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_207_R_TC_46/3377,3792,155,240/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_231_R_TC_46/3452,1382,227,180/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_210_V_TC_46/3297,2797,240,217/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_143_R_TC_46/222,1172,232,275/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_208_V_TC_46/2885,1642,155,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_116_V_TC_46/1947,3672,270,167/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_043_V_TC_46/2780,3002,50,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_209_R_TC_46/932,1025,172,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_314_V_TC_46/3520,312,167,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_278_R_TC_46/962,2317,152,202/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_179_R_TC_46/3370,4800,125,167/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_168_R_TC_46/430,5110,637,295/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_354_R_TC_46/765,4740,142,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_267_R_TC_46/2897,1082,272,207/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_076_R_TC_46/92,5232,407,1685/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_113_R_TC_46/185,3807,102,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_046_R_TC_46/1127,6740,170,225/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_186_V_TC_46/1272,4787,50,175/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_259_R_TC_46/1812,1462,205,470/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_292_V_TC_46/3672,1080,132,177/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_211_V_TC_46/3587,740,347,625/pct:40/0/default.jpg",red
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_094_V_TC_46/2850,1297,167,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_355_V_TC_46/1957,657,260,405/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_351_R_TC_46/1010,2997,127,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_167_V_TC_46/1837,5257,292,460/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_322_R_TC_46/1745,757,137,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_260_V_TC_46/2187,6170,230,212/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_071_V_TC_46/3632,6552,122,625/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_219_R_TC_46/3370,2217,115,167/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_334_V_TC_46/1885,357,132,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_083_R_TC_46/1235,6252,135,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_290_V_TC_46/3500,315,137,195/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_219_R_TC_46/2600,700,180,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_261_R_TC_46/3367,1855,235,142/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_175_R_TC_46/2332,3032,70,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_135_R_TC_46/207,4142,345,1020/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_042_R_TC_46/3712,1642,705,2712/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_360_V_TC_46/3287,5872,160,192/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_270_V_TC_46/1872,3800,482,432/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_048_V_TC_46/2522,3810,100,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_189_R_TC_46/2350,3125,117,145/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_118_R_TC_46/1850,5230,687,1507/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_361_V_TC_46/1767,6415,160,605/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_012_R_TC_46/2252,5392,72,780/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_232_R_TC_46/2367,4690,75,137/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_261_R_TC_46/2215,2627,67,335/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_021_V_TC_46/4732,7277,75,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_185_R_TC_46/2162,3085,237,250/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_236_R_TC_46/1527,1842,157,177/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_276_V_TC_46/3225,6307,115,155/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_114_V_TC_46/4282,5505,115,177/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_111_V_TC_46/4367,7247,115,170/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_361_V_TC_46/2135,4587,117,215/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_288_R_TC_46/912,6645,302,200/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_191_V_TC_46/3475,972,72,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_285_R_TC_46/3432,2197,142,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_260_V_TC_46/3192,3297,145,160/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_142_R_TC_46/1897,270,147,135/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_029_V_TC_46/3842,7297,285,450/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_267_R_TC_46/402,4625,115,222/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_067_R_TC_46/225,1962,340,750/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_190_V_TC_46/3632,317,130,167/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_341_R_TC_46/592,3710,127,162/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_069_V_TC_46/1830,5257,45,137/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_157_V_TC_46/3152,1725,162,187/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_260_R_TC_46/3527,950,127,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_136_R_TC_46/3215,1042,295,230/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_029_V_TC_46/4250,2450,152,187/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_098_V_TC_46/2867,4250,115,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_171_V_TC_46/2812,4192,265,185/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_337_R_TC_46/452,1905,110,142/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_328_R_TC_46/2117,255,115,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_129_V_TC_46/1885,7357,270,405/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_024_V_TC_46/5070,5877,85,157/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_190_V_TC_46/970,6350,87,305/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_209_R_TC_46/375,3467,645,372/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_346_V_TC_46/1687,5800,62,287/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_036_R_TC_46/867,742,127,165/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_325_R_TC_46/2385,2545,147,187/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_268_V_TC_46/2145,762,72,150/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_107_V_TC_46/3762,1662,155,227/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_095_V_TC_46/3582,350,135,142/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_263_V_TC_46/3782,5772,220,245/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_028_V_TC_46/1967,3012,560,415/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_342_V_TC_46/4577,3082,92,212/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_338_V_TC_46/1952,7220,270,385/pct:40/0/default.jpg",blue
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_269_R_TC_46/770,6897,122,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_259_V_TC_46/4532,2442,145,242/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_356_R_TC_46/3547,4532,70,132/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_153_V_TC_46/4560,6142,217,172/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_048_V_TC_46/2000,2082,30,210/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_297_R_TC_46/2702,4147,130,195/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_082_V_TC_46/3690,8042,125,737/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_188_R_TC_46/502,1170,240,182/pct:40/0/default.jpg",
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_303_R_TC_46/1350,6810,120,145/pct:40/0/default.jpg",
