URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/kh542wm7507%2F337_53_R_TC_46/3765,2817,395,145/pct:40/0/default.jpg",,337,53 R,3765,2817,395,145,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_vi_V_TC_46/2007,3257,1147,110/pct:40/0/default.jpg",,22,vi V,2007,3257,1147,110,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_108_V_TC_46/3430,2682,175,77/pct:40/0/default.jpg",,55,108 V,3430,2682,175,77,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_166_R_TC_46/3517,1085,315,102/pct:40/0/default.jpg",,75,166 R,3517,1085,315,102,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_133_V_TC_46/2372,5310,2922,147/pct:40/0/default.jpg",,316,133 V,2372,5310,2922,147,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_030_V_TC_46/2342,5262,705,110/pct:40/0/default.jpg",,26,30 V,2342,5262,705,110,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_26_R_TC_46/585,5595,3657,160/pct:40/0/default.jpg",,269,26 R,585,5595,3657,160,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_203_R_TC_46/3515,3820,235,95/pct:40/0/default.jpg",,75,203 R,3515,3820,235,95,
"https://stacks.stanford.edu/image/iiif/pq756vs0720%2F292_119_R_TC_46/3220,4665,1292,207/pct:40/0/default.jpg",,292,119 R,3220,4665,1292,207,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_22_V_TC_46/2537,3737,1030,160/pct:40/0/default.jpg",,94,22 V,2537,3737,1030,160,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_88_TC_46/1267,3790,3775,265/pct:40/0/default.jpg",,163,88,1267,3790,3775,265,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_59_R_TC_46/360,3342,512,132/pct:40/0/default.jpg",,54,59 R,360,3342,512,132,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_128_R_TC_46/1660,2372,1520,100/pct:40/0/default.jpg",,130,128 R,1660,2372,1520,100,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_112_V_TC_46/1820,4385,392,67/pct:40/0/default.jpg",,55,112 V,1820,4385,392,67,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_043_R_TC_46/3400,3885,747,112/pct:40/0/default.jpg",,29,43 R,3400,3885,747,112,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_221_V_TC_46/2697,2832,382,122/pct:40/0/default.jpg",,27,221 V,2697,2832,382,122,
"https://stacks.stanford.edu/image/iiif/dm156pk7342%2F190_316_TC_46/2655,3667,1095,160/pct:40/0/default.jpg",,190,316,2655,3667,1095,160,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_76_V_TC_46/3447,2042,1417,142/pct:40/0/default.jpg",,273,76 V,3447,2042,1417,142,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_153_R_TC_46/1380,3002,175,65/pct:40/0/default.jpg",,55,153 R,1380,3002,175,65,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_092_R_TC_46/1970,937,1135,95/pct:40/0/default.jpg",,356,92 R,1970,937,1135,95,
"https://stacks.stanford.edu/image/iiif/sz190cj0067%2F204_115_V_TC_46/2055,1337,612,127/pct:40/0/default.jpg",,204,115 V,2055,1337,612,127,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_050_V_TC_46/255,715,670,145/pct:40/0/default.jpg",,356,50 V,255,715,670,145,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_308_R_TC_46/2612,1525,1280,102/pct:40/0/default.jpg",,485,308 R,2612,1525,1280,102,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_106_V_TC_46/985,1155,1022,160/pct:40/0/default.jpg",,316,106 V,985,1155,1022,160,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_viii_V_TC_46/3852,6602,1172,107/pct:40/0/default.jpg",,22,viii V,3852,6602,1172,107,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iv_R_TC_46/3375,5500,1015,102/pct:40/0/default.jpg",,22,iv R,3375,5500,1015,102,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_298_R_TC_46/1232,3770,555,110/pct:40/0/default.jpg",,484,298 R,1232,3770,555,110,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_113_R_TC_46/2430,3857,167,60/pct:40/0/default.jpg",,136,113 R,2430,3857,167,60,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_268_R_TC_46/1512,475,327,152/pct:40/0/default.jpg",,484,268 R,1512,475,327,152,
"https://stacks.stanford.edu/image/iiif/wy783rb3141%2F146_116_TC_46/1442,4535,3460,247/pct:40/0/default.jpg",,146,116,1442,4535,3460,247,
"https://stacks.stanford.edu/image/iiif/vn209hf3082%2F505_102_R_TC_46/230,745,220,72/pct:40/0/default.jpg",,505,102 R,230,745,220,72,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_003_V_TC_46/4685,3242,562,127/pct:40/0/default.jpg",,45,3 V,4685,3242,562,127,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_85_V_TC_46/4205,4570,1852,155/pct:40/0/default.jpg",,94,85 V,4205,4570,1852,155,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_195_R_TC_46/2750,6160,1890,105/pct:40/0/default.jpg",,52,195 R,2750,6160,1890,105,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_028_V_TC_46/1225,2597,320,130/pct:40/0/default.jpg",,52,28 V,1225,2597,320,130,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_108_V_TC_46/1250,2455,417,95/pct:40/0/default.jpg",,356,108 V,1250,2455,417,95,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_223_V_TC_46/3022,4480,190,62/pct:40/0/default.jpg",,55,223 V,3022,4480,190,62,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_047_TC_46/1062,2687,402,132/pct:40/0/default.jpg",,51,47,1062,2687,402,132,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_149_V_TC_46/4377,1570,587,157/pct:40/0/default.jpg",,397,149 V,4377,1570,587,157,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_86_V_TC_46/1335,2565,3442,172/pct:40/0/default.jpg",,269,86 V,1335,2565,3442,172,
"https://stacks.stanford.edu/image/iiif/xm721dj4603%2F478_231_V_TC_46/2290,960,92,42/pct:40/0/default.jpg",,478,231 V,2290,960,92,42,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_108_R_TC_46/3137,3497,1125,120/pct:40/0/default.jpg",,295,108 R,3137,3497,1125,120,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_223_R_TC_46/3005,4137,695,110/pct:40/0/default.jpg",,10,223 R,3005,4137,695,110,
"https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_64_V_TC_46/2635,3082,1425,142/pct:40/0/default.jpg",,252,64 V,2635,3082,1425,142,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_134_V_TC_46/3530,2012,1755,162/pct:40/0/default.jpg",,131,134 V,3530,2012,1755,162,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_041_V_TC_46/1820,1702,712,125/pct:40/0/default.jpg",,468,41 V,1820,1702,712,125,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_026_V_TC_46/822,1307,327,77/pct:40/0/default.jpg",,55,26 V,822,1307,327,77,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_074_V_TC_46/3467,3822,1932,122/pct:40/0/default.jpg",,45,74 V,3467,3822,1932,122,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_187_V_TC_46/1257,4877,220,72/pct:40/0/default.jpg",,55,187 V,1257,4877,220,72,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_247_R_TC_46/3172,6782,572,112/pct:40/0/default.jpg",,10,247 R,3172,6782,572,112,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_113_V_TC_46/1342,3850,1230,180/pct:40/0/default.jpg",,269,113 V,1342,3850,1230,180,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_115_R_TC_46/1700,6485,335,147/pct:40/0/default.jpg",,3,115 R,1700,6485,335,147,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_020_TC_46/3707,4422,577,140/pct:40/0/default.jpg",,51,20,3707,4422,577,140,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_49_V_TC_46/1512,2605,3510,167/pct:40/0/default.jpg",,269,49 V,1512,2605,3510,167,
"https://stacks.stanford.edu/image/iiif/vp970qy1037%2F027_207_R_TC_46/1837,3962,365,117/pct:40/0/default.jpg",,27,207 R,1837,3962,365,117,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_238_R_TC_46/4182,5147,372,112/pct:40/0/default.jpg",,16II,238 R,4182,5147,372,112,
"https://stacks.stanford.edu/image/iiif/sx200wv7668%2F044_258_TC_46/2612,3545,1442,195/pct:40/0/default.jpg",,44,258,2612,3545,1442,195,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_227_V_TC_46/2102,4515,442,82/pct:40/0/default.jpg",,55,227 V,2102,4515,442,82,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_186_V_TC_46/2652,3107,345,135/pct:40/0/default.jpg",,58,186 V,2652,3107,345,135,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_188_TC_46/1987,6410,3165,262/pct:40/0/default.jpg",,163,188,1987,6410,3165,262,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_163_V_TC_46/3492,1422,1135,162/pct:40/0/default.jpg",,397,163 V,3492,1422,1135,162,
"https://stacks.stanford.edu/image/iiif/jd954hs3071%2F289_244_TC_46/1467,2810,997,132/pct:40/0/default.jpg",,289,244,1467,2810,997,132,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_98_R_TC_46/2750,5812,422,117/pct:40/0/default.jpg",,150,98 R,2750,5812,422,117,
"https://stacks.stanford.edu/image/iiif/sx200wv7668%2F044_289_TC_46/2465,4455,1970,277/pct:40/0/default.jpg",,44,289,2465,4455,1970,277,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_75_V_TC_46/2407,5232,652,170/pct:40/0/default.jpg",,131,75 V,2407,5232,652,170,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xviii_V_TC_46/4435,2137,492,77/pct:40/0/default.jpg",,22,xviii V,4435,2137,492,77,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_031_R_TC_46/380,3822,845,120/pct:40/0/default.jpg",,470,31 R,380,3822,845,120,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xvi_V_TC_46/957,6745,340,85/pct:40/0/default.jpg",,22,xvi V,957,6745,340,85,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_102_V_TC_46/2715,4440,407,100/pct:40/0/default.jpg",,319,102 V,2715,4440,407,100,
"https://stacks.stanford.edu/image/iiif/kc116ss6676%2F442_118_TC_46/1612,4977,1737,177/pct:40/0/default.jpg",,442,118,1612,4977,1737,177,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_033_R_TC_46/2582,2370,652,110/pct:40/0/default.jpg",,468,33 R,2582,2370,652,110,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_95_R_TC_46/3182,4482,860,165/pct:40/0/default.jpg",,131,95 R,3182,4482,860,165,
"https://stacks.stanford.edu/image/iiif/pm669yz1553%2F178_353_TC_46/1455,2102,1127,170/pct:40/0/default.jpg",,178,353,1455,2102,1127,170,
"https://stacks.stanford.edu/image/iiif/sw561ph9670%2F468_015_V_TC_46/2062,2542,507,107/pct:40/0/default.jpg",,468,15 V,2062,2542,507,107,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_65_V_TC_46/3835,1172,985,127/pct:40/0/default.jpg",,31,65 V,3835,1172,985,127,
"https://stacks.stanford.edu/image/iiif/qq824qn0842%2F318_185_TC_46/2525,2882,1417,220/pct:40/0/default.jpg",,318,185,2525,2882,1417,220,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_15_V_TC_46/1247,4525,827,167/pct:40/0/default.jpg",,316,15 V,1247,4525,827,167,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_009_V_TC_46/4770,2602,537,120/pct:40/0/default.jpg",,45,9 V,4770,2602,537,120,
"https://stacks.stanford.edu/image/iiif/xn117yn5845%2F371_052_V_TC_46/1187,832,1630,137/pct:40/0/default.jpg",,371,52 V,1187,832,1630,137,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_188_V_TC_46/3610,7132,965,142/pct:40/0/default.jpg",,52,188 V,3610,7132,965,142,
"https://stacks.stanford.edu/image/iiif/mk506vd5013%2F263_63_R_TC_46/897,4152,287,127/pct:40/0/default.jpg",,263,63 R,897,4152,287,127,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_162_R_TC_46/3792,5062,910,120/pct:40/0/default.jpg",,16II,162 R,3792,5062,910,120,
"https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_129_R_TC_46/342,5925,3905,180/pct:40/0/default.jpg",,252,129 R,342,5925,3905,180,
"https://stacks.stanford.edu/image/iiif/rx716zc6403%2F455_034_V_TC_46/1095,1055,615,115/pct:40/0/default.jpg",,455,34 V,1095,1055,615,115,
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_67_V_TC_46/2825,827,270,90/pct:40/0/default.jpg",,275,67 V,2825,827,270,90,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_130_R_TC_46/1667,4442,492,167/pct:40/0/default.jpg",,54,130 R,1667,4442,492,167,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_162_V_TC_46/1837,2612,1557,112/pct:40/0/default.jpg",,10,162 V,1837,2612,1557,112,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_268_R_TC_46/177,2177,1792,135/pct:40/0/default.jpg",,480,268 R,177,2177,1792,135,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_101_V_TC_46/1240,5505,1650,180/pct:40/0/default.jpg",,269,101 V,1240,5505,1650,180,
"https://stacks.stanford.edu/image/iiif/ks656dq8163%2F140_114_V_TC_46/1607,300,442,205/pct:40/0/default.jpg",,140,114 V,1607,300,442,205,
"https://stacks.stanford.edu/image/iiif/ty948rv7120%2F009_30_R_TC_46/232,410,2260,232/pct:40/0/default.jpg",,9,30 R,232,410,2260,232,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xiii_R_TC_46/1720,5372,707,105/pct:40/0/default.jpg",,22,xiii R,1720,5372,707,105,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_107_R_TC_46/2167,4192,217,80/pct:40/0/default.jpg",,310,107 R,2167,4192,217,80,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_29_V_TC_46/1400,4895,2495,167/pct:40/0/default.jpg",,269,29 V,1400,4895,2495,167,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_118_R_TC_46/2112,4445,915,85/pct:40/0/default.jpg",,317,118 R,2112,4445,915,85,
"https://stacks.stanford.edu/image/iiif/xn117yn5845%2F371_167_R_TC_46/1747,1792,1270,130/pct:40/0/default.jpg",,371,167 R,1747,1792,1270,130,
"https://stacks.stanford.edu/image/iiif/qm817bv7839%2F400_030_V_TC_46/2947,4397,1582,152/pct:40/0/default.jpg",,400,30 V,2947,4397,1582,152,
"https://stacks.stanford.edu/image/iiif/zm232zn2115%2F160_30_V_TC_46/3180,4917,437,145/pct:40/0/default.jpg",,160,30 V,3180,4917,437,145,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_224_V_TC_46/4315,1685,1225,135/pct:40/0/default.jpg",,16II,224 V,4315,1685,1225,135,
"https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_50_R_TC_46/3210,5957,1017,185/pct:40/0/default.jpg",,252,50 R,3210,5957,1017,185,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_185_R_TC_46/3775,3720,187,85/pct:40/0/default.jpg",,75,185 R,3775,3720,187,85,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_041_R_TC_46/1760,4942,577,75/pct:40/0/default.jpg",,55,41 R,1760,4942,577,75,
"https://stacks.stanford.edu/image/iiif/sz190cj0067%2F204_117_R_TC_46/2127,772,332,150/pct:40/0/default.jpg",,204,117 R,2127,772,332,150,
"https://stacks.stanford.edu/image/iiif/xn117yn5845%2F371_119_R_TC_46/2337,3287,460,127/pct:40/0/default.jpg",,371,119 R,2337,3287,460,127,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_097_R_TC_46/1645,877,540,100/pct:40/0/default.jpg",,26,97 R,1645,877,540,100,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_108_R_TC_46/2767,4277,230,95/pct:40/0/default.jpg",,356,108 R,2767,4277,230,95,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_036_R_TC_46/3650,5607,265,95/pct:40/0/default.jpg",,75,36 R,3650,5607,265,95,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_174_V_TC_46/2527,1007,210,100/pct:40/0/default.jpg",,321,174 V,2527,1007,210,100,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_200_R_TC_46/3205,3225,700,147/pct:40/0/default.jpg",,75,200 R,3205,3225,700,147,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_181_V_TC_46/3822,3562,1132,147/pct:40/0/default.jpg",,269,181 V,3822,3562,1132,147,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_195_V_TC_46/2355,6095,277,102/pct:40/0/default.jpg",,49,195 V,2355,6095,277,102,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_074_R_TC_46/1025,7195,392,145/pct:40/0/default.jpg",,52,74 R,1025,7195,392,145,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_195_R_TC_46/3217,2840,430,142/pct:40/0/default.jpg",,46,195 R,3217,2840,430,142,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_215_R_TC_46/1680,1445,1235,90/pct:40/0/default.jpg",,130,215 R,1680,1445,1235,90,
"https://stacks.stanford.edu/image/iiif/nm203xw8381%2F002I_107_V_TC_46/5002,6035,552,162/pct:40/0/default.jpg",,2I,107 V,5002,6035,552,162,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_162_V_TC_46/1395,6892,3137,247/pct:40/0/default.jpg",,269,162 V,1395,6892,3137,247,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_022_V_TC_46/4947,4077,462,135/pct:40/0/default.jpg",,92,22 V,4947,4077,462,135,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_128_TC_46/1835,807,230,110/pct:40/0/default.jpg",,51,128,1835,807,230,110,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_029_R_TC_46/1152,2857,835,127/pct:40/0/default.jpg",,470,29 R,1152,2857,835,127,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xviii_R_TC_46/1692,1540,877,95/pct:40/0/default.jpg",,22,xviii R,1692,1540,877,95,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_68_R_TC_46/747,4895,3437,175/pct:40/0/default.jpg",,269,68 R,747,4895,3437,175,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iv_V_TC_46/3907,4660,1175,100/pct:40/0/default.jpg",,22,iv V,3907,4660,1175,100,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_041_V_TC_46/3197,2090,450,135/pct:40/0/default.jpg",,3,41 V,3197,2090,450,135,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_133_V_TC_46/3842,3715,937,115/pct:40/0/default.jpg",,10,133 V,3842,3715,937,115,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_56_R_TC_46/3822,5702,845,135/pct:40/0/default.jpg",,54,56 R,3822,5702,845,135,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_166_R_TC_46/1112,7010,3095,195/pct:40/0/default.jpg",,269,166 R,1112,7010,3095,195,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_191_R_TC_46/800,4430,3627,185/pct:40/0/default.jpg",,269,191 R,800,4430,3627,185,
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_005_V_TC_46/1002,3667,1062,75/pct:40/0/default.jpg",,439,5 V,1002,3667,1062,75,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_100_R_TC_46/2955,4282,677,115/pct:40/0/default.jpg",,10,100 R,2955,4282,677,115,
"https://stacks.stanford.edu/image/iiif/kh542wm7507%2F337_59_R_TC_46/3322,2792,940,152/pct:40/0/default.jpg",,337,59 R,3322,2792,940,152,
"https://stacks.stanford.edu/image/iiif/ck580gj8781%2F231_072_R_TC_46/322,2327,2467,145/pct:40/0/default.jpg",,231,72 R,322,2327,2467,145,
"https://stacks.stanford.edu/image/iiif/ty948rv7120%2F009_115_V_TC_46/2452,7220,892,182/pct:40/0/default.jpg",,9,115 V,2452,7220,892,182,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_016_R_TC_46/2382,2972,1550,167/pct:40/0/default.jpg",,135,16 R,2382,2972,1550,167,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_79_R_TC_46/2707,4155,545,147/pct:40/0/default.jpg",,50,79 R,2707,4155,545,147,
"https://stacks.stanford.edu/image/iiif/nk435yn5722%2F332_224_TC_46/2287,2770,1017,162/pct:40/0/default.jpg",,332,224,2287,2770,1017,162,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_249_V_TC_46/2005,3802,295,95/pct:40/0/default.jpg",,75,249 V,2005,3802,295,95,
"https://stacks.stanford.edu/image/iiif/sc624xj6187%2F356_108_V_TC_46/612,2867,970,95/pct:40/0/default.jpg",,356,108 V,612,2867,970,95,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_240_R_TC_46/2450,2330,497,75/pct:40/0/default.jpg",,55,240 R,2450,2330,497,75,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_001_R_TC_46/2540,807,387,107/pct:40/0/default.jpg",,271,1 R,2540,807,387,107,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_085_R_TC_46/3387,7002,1017,140/pct:40/0/default.jpg",,397,85 R,3387,7002,1017,140,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_579_R_TC_46/1672,4225,320,97/pct:40/0/default.jpg",,463,579 R,1672,4225,320,97,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_168_V_TC_46/2937,6140,502,120/pct:40/0/default.jpg",,10,168 V,2937,6140,502,120,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xiv_R_TC_46/1995,2237,377,92/pct:40/0/default.jpg",,22,xiv R,1995,2237,377,92,
"https://stacks.stanford.edu/image/iiif/bp835wh7799%2F361_103_R_TC_46/1472,5362,475,145/pct:40/0/default.jpg",,361,103 R,1472,5362,475,145,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_ix_V_TC_46/2297,4685,712,115/pct:40/0/default.jpg",,22,ix V,2297,4685,712,115,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_160_V_TC_46/3177,1840,240,67/pct:40/0/default.jpg",,55,160 V,3177,1840,240,67,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_197_V_TC_46/2967,4412,370,97/pct:40/0/default.jpg",,75,197 V,2967,4412,370,97,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_137_R_TC_46/932,2807,1387,152/pct:40/0/default.jpg",,31,137 R,932,2807,1387,152,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_083_V_TC_46/4337,6387,307,120/pct:40/0/default.jpg",,10,83 V,4337,6387,307,120,
"https://stacks.stanford.edu/image/iiif/bj009wm8755%2F111_112_TC_46/1810,7217,3477,282/pct:40/0/default.jpg",,111,112,1810,7217,3477,282,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_114_V_TC_46/4772,6485,865,125/pct:40/0/default.jpg",,16II,114 V,4772,6485,865,125,
"https://stacks.stanford.edu/image/iiif/wp309nt7987%2F065_136_V_TC_46/972,4670,1092,172/pct:40/0/default.jpg",,65,136 V,972,4670,1092,172,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_024_R_TC_46/652,5925,415,122/pct:40/0/default.jpg",,45,24 R,652,5925,415,122,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xvii_R_TC_46/3272,1897,767,100/pct:40/0/default.jpg",,22,xvii R,3272,1897,767,100,
