URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_46_V_TC_46/1622,5235,3345,150/pct:40/0/default.jpg",,273,46 V,1622,5235,3345,150,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_220_R_TC_46/1542,2122,467,92/pct:40/0/default.jpg",,75,220 R,1542,2122,467,92,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_119_R_TC_46/3932,4797,477,107/pct:40/0/default.jpg",,26,119 R,3932,4797,477,107,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_080_V_TC_46/2380,2977,1195,115/pct:40/0/default.jpg",,10,80 V,2380,2977,1195,115,
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_055_R_TC_46/907,1680,1265,147/pct:40/0/default.jpg",,439,55 R,907,1680,1265,147,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_334_V_TC_46/1847,3340,1485,112/pct:40/0/default.jpg",,10,334 V,1847,3340,1485,112,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_82_V_TC_46/1335,2685,570,70/pct:40/0/default.jpg",,136,82 V,1335,2685,570,70,
"https://stacks.stanford.edu/image/iiif/xp413cf5125%2F319_025_R_TC_46/2470,3137,727,135/pct:40/0/default.jpg",,319,25 R,2470,3137,727,135,
"https://stacks.stanford.edu/image/iiif/nt685jr6866%2F393_61_V_TC_46/1605,1080,3575,255/pct:40/0/default.jpg",,393,61 V,1605,1080,3575,255,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_160_R_TC_46/600,5667,1387,107/pct:40/0/default.jpg",,10,160 R,600,5667,1387,107,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_122_V_TC_46/3225,6972,1925,140/pct:40/0/default.jpg",,511,122 V,3225,6972,1925,140,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_245_R_TC_46/555,717,1022,127/pct:40/0/default.jpg",,480,245 R,555,717,1022,127,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_118_R_TC_46/2777,2915,192,70/pct:40/0/default.jpg",,55,118 R,2777,2915,192,70,
"https://stacks.stanford.edu/image/iiif/hg583np7605%2F186_126_R_TC_46/600,3787,335,97/pct:40/0/default.jpg",,186,126 R,600,3787,335,97,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_217_R_TC_46/622,1160,3102,202/pct:40/0/default.jpg",,83,217 R,622,1160,3102,202,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_160_R_TC_46/1395,2792,782,122/pct:40/0/default.jpg",,295,160 R,1395,2792,782,122,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_149_R_TC_46/2785,4510,1805,120/pct:40/0/default.jpg",,52,149 R,2785,4510,1805,120,
"https://stacks.stanford.edu/image/iiif/dw493fs0065%2F163_18_TC_46/1460,1970,2242,245/pct:40/0/default.jpg",,163,18,1460,1970,2242,245,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_020_V_TC_46/3507,4317,235,70/pct:40/0/default.jpg",,55,20 V,3507,4317,235,70,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_202_R_TC_46/1537,1442,302,135/pct:40/0/default.jpg",,480,202 R,1537,1442,302,135,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xvii_R_TC_46/1652,3067,1005,90/pct:40/0/default.jpg",,22,xvii R,1652,3067,1005,90,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_005_R_TC_46/362,5715,547,147/pct:40/0/default.jpg",,4,5 R,362,5715,547,147,
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_653_R_TC_46/2767,4250,240,107/pct:40/0/default.jpg",,484,653 R,2767,4250,240,107,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_347_R_TC_46/3810,2540,502,122/pct:40/0/default.jpg",,271,347 R,3810,2540,502,122,
"https://stacks.stanford.edu/image/iiif/qq824qn0842%2F318_167_TC_46/567,4010,802,232/pct:40/0/default.jpg",,318,167,567,4010,802,232,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_24_V_TC_46/3422,2810,1897,167/pct:40/0/default.jpg",,131,24 V,3422,2810,1897,167,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_072_V_TC_46/3220,6715,382,130/pct:40/0/default.jpg",,3,72 V,3220,6715,382,130,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_31_R_TC_46/3877,6297,1077,165/pct:40/0/default.jpg",,94,31 R,3877,6297,1077,165,
"https://stacks.stanford.edu/image/iiif/nh277tk2537%2F265_468_TC_46/2922,4407,330,80/pct:40/0/default.jpg",,265,468,2922,4407,330,80,
"https://stacks.stanford.edu/image/iiif/kw873ng3844%2F030_64_R_TC_46/3367,4287,1020,137/pct:40/0/default.jpg",,30,64 R,3367,4287,1020,137,
"https://stacks.stanford.edu/image/iiif/cg362wn0438%2F150_109_V_TC_46/2377,5607,610,107/pct:40/0/default.jpg",,150,109 V,2377,5607,610,107,
"https://stacks.stanford.edu/image/iiif/jy663fr8353%2F404_035_R_TC_46/275,1782,615,162/pct:40/0/default.jpg",,404,35 R,275,1782,615,162,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_260_R_TC_46/2717,1332,942,110/pct:40/0/default.jpg",,10,260 R,2717,1332,942,110,
"https://stacks.stanford.edu/image/iiif/dt053nh0820%2F002III_281_R_TC_46/2547,3185,1802,170/pct:40/0/default.jpg",,2III,281 R,2547,3185,1802,170,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iii_V_TC_46/760,4447,1175,107/pct:40/0/default.jpg",,22,iii V,760,4447,1175,107,
"https://stacks.stanford.edu/image/iiif/sz190cj0067%2F204_23_V_TC_46/4907,4362,455,115/pct:40/0/default.jpg",,204,23 V,4907,4362,455,115,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_195_R_TC_46/2755,6650,835,100/pct:40/0/default.jpg",,52,195 R,2755,6650,835,100,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_153_R_TC_46/612,5962,677,117/pct:40/0/default.jpg",,10,153 R,612,5962,677,117,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_88_V_TC_46/1452,4172,1175,160/pct:40/0/default.jpg",,50,88 V,1452,4172,1175,160,
"https://stacks.stanford.edu/image/iiif/nt685jr6866%2F393_49_R_TC_46/295,4752,1005,200/pct:40/0/default.jpg",,393,49 R,295,4752,1005,200,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_iv_R_TC_46/252,4897,1270,117/pct:40/0/default.jpg",,22,iv R,252,4897,1270,117,
"https://stacks.stanford.edu/image/iiif/ft757ht3699%2F162_451_TC_46/2212,3327,380,182/pct:40/0/default.jpg",,162,451,2212,3327,380,182,
"https://stacks.stanford.edu/image/iiif/kc116ss6676%2F442_148_TC_46/1987,1545,1345,175/pct:40/0/default.jpg",,442,148,1987,1545,1345,175,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_203_V_TC_46/2705,6480,462,122/pct:40/0/default.jpg",,16II,203 V,2705,6480,462,122,
"https://stacks.stanford.edu/image/iiif/qt651bq6363%2F466_089_TC_46/1757,320,672,187/pct:40/0/default.jpg",,466,89,1757,320,672,187,
"https://stacks.stanford.edu/image/iiif/kb304wh5721%2F327_162_V_TC_46/1492,4325,420,90/pct:40/0/default.jpg",,327,162 V,1492,4325,420,90,
"https://stacks.stanford.edu/image/iiif/wd443nz9456%2F012_109_V_TC_46/1710,4695,632,275/pct:40/0/default.jpg",,12,109 V,1710,4695,632,275,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_028_V_TC_46/1320,4927,555,67/pct:40/0/default.jpg",,55,28 V,1320,4927,555,67,
"https://stacks.stanford.edu/image/iiif/jm097by4127%2F511_065_R_TC_46/1522,3777,1185,122/pct:40/0/default.jpg",,511,65 R,1522,3777,1185,122,
"https://stacks.stanford.edu/image/iiif/yp140pk0305%2F416_107_R_TC_46/1012,3687,1597,120/pct:40/0/default.jpg",,416,107 R,1012,3687,1597,120,
"https://stacks.stanford.edu/image/iiif/nh277tk2537%2F265_099_TC_46/940,2832,682,160/pct:40/0/default.jpg",,265,99,940,2832,682,160,
"https://stacks.stanford.edu/image/iiif/mq337vq8802%2F397_087_R_TC_46/450,6725,415,127/pct:40/0/default.jpg",,397,87 R,450,6725,415,127,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_034_R_TC_46/2730,7210,1400,150/pct:40/0/default.jpg",,52,34 R,2730,7210,1400,150,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_166_V_TC_46/2357,6905,980,112/pct:40/0/default.jpg",,52,166 V,2357,6905,980,112,
"https://stacks.stanford.edu/image/iiif/kj101dc0788%2F313_045_V_TC_46/3540,2202,1715,190/pct:40/0/default.jpg",,313,45 V,3540,2202,1715,190,
"https://stacks.stanford.edu/image/iiif/nd020zt5485%2F131_9_V_TC_46/2035,4077,1067,162/pct:40/0/default.jpg",,131,9 V,2035,4077,1067,162,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_31_R_TC_46/597,7030,3557,165/pct:40/0/default.jpg",,269,31 R,597,7030,3557,165,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_117_V_TC_46/3130,3197,160,55/pct:40/0/default.jpg",,136,117 V,3130,3197,160,55,
"https://stacks.stanford.edu/image/iiif/nh671tc2872%2F066A_117_TC_46/417,3227,1177,112/pct:40/0/default.jpg",,66A,117,417,3227,1177,112,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_72_V_TC_46/1512,4422,1477,177/pct:40/0/default.jpg",,269,72 V,1512,4422,1477,177,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_085_V_TC_46/1295,5062,1835,122/pct:40/0/default.jpg",,52,85 V,1295,5062,1835,122,
"https://stacks.stanford.edu/image/iiif/js431dq0778%2F321_002_V_TC_46/3190,1485,317,105/pct:40/0/default.jpg",,321,2 V,3190,1485,317,105,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_184_V_TC_46/2645,2030,630,125/pct:40/0/default.jpg",,16II,184 V,2645,2030,630,125,
"https://stacks.stanford.edu/image/iiif/vb856kp8798%2F002II_208_V_TC_46/2487,1770,565,155/pct:40/0/default.jpg",,2II,208 V,2487,1770,565,155,
"https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_18_V_TC_46/1840,5790,3350,275/pct:40/0/default.jpg",,373,18 V,1840,5790,3350,275,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_201_V_TC_46/2017,6072,207,102/pct:40/0/default.jpg",,75,201 V,2017,6072,207,102,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_261_R_TC_46/3202,3735,647,97/pct:40/0/default.jpg",,75,261 R,3202,3735,647,97,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_155_R_TC_46/2615,3425,587,72/pct:40/0/default.jpg",,55,155 R,2615,3425,587,72,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_49_R_TC_46/880,3575,3502,165/pct:40/0/default.jpg",,269,49 R,880,3575,3502,165,
"https://stacks.stanford.edu/image/iiif/nm455rd6672%2F054_146_V_TC_46/4810,5635,487,172/pct:40/0/default.jpg",,54,146 V,4810,5635,487,172,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_138_V_TC_46/2497,637,517,102/pct:40/0/default.jpg",,26,138 V,2497,637,517,102,
"https://stacks.stanford.edu/image/iiif/ws512bd6784%2F425_055_R_TC_46/3047,1110,1187,217/pct:40/0/default.jpg",,425,55 R,3047,1110,1187,217,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_037_R_TC_46/697,4717,1202,117/pct:40/0/default.jpg",,10,37 R,697,4717,1202,117,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_111_R_TC_46/500,6982,1325,115/pct:40/0/default.jpg",,10,111 R,500,6982,1325,115,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_248_V_TC_46/1147,5165,400,127/pct:40/0/default.jpg",,16II,248 V,1147,5165,400,127,
"https://stacks.stanford.edu/image/iiif/sg012cr8689%2F470_031_R_TC_46/355,437,1807,140/pct:40/0/default.jpg",,470,31 R,355,437,1807,140,
"https://stacks.stanford.edu/image/iiif/xj710dc7305%2F029_118_V_TC_46/4542,2550,390,115/pct:40/0/default.jpg",,29,118 V,4542,2550,390,115,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_238_R_TC_46/475,3942,612,140/pct:40/0/default.jpg",,58,238 R,475,3942,612,140,
"https://stacks.stanford.edu/image/iiif/rb715wf5291%2F083_190_V_TC_46/1980,3017,867,155/pct:40/0/default.jpg",,83,190 V,1980,3017,867,155,
"https://stacks.stanford.edu/image/iiif/ky226pt1201%2F406_058_V_TC_46/1140,3315,180,82/pct:40/0/default.jpg",,406,58 V,1140,3315,180,82,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_244_V_TC_46/1380,6537,3447,172/pct:40/0/default.jpg",,269,244 V,1380,6537,3447,172,
"https://stacks.stanford.edu/image/iiif/fh878gz0315%2F198_146_R_TC_46/1285,572,432,105/pct:40/0/default.jpg",,198,146 R,1285,572,432,105,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_14_R_TC_46/4085,5175,960,165/pct:40/0/default.jpg",,94,14 R,4085,5175,960,165,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_86_R_TC_46/955,6412,2065,160/pct:40/0/default.jpg",,316,86 R,955,6412,2065,160,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_222_R_TC_46/2835,1912,972,112/pct:40/0/default.jpg",,10,222 R,2835,1912,972,112,
"https://stacks.stanford.edu/image/iiif/yp193mg4537%2F473_049_V_TC_46/1102,747,1567,147/pct:40/0/default.jpg",,473,49 V,1102,747,1567,147,
"https://stacks.stanford.edu/image/iiif/ff315vp3525%2F089_003_V_TC_46/3300,6130,407,112/pct:40/0/default.jpg",,89,3 V,3300,6130,407,112,
