URL,is_error,ms_no,folio,x,y,w,h,notes
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_113_V_TC_46/850,5048,330,134/pct:40/0/default.jpg",,316,113 V,850,5048,330,134,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_41_V_TC_46/1132,1904,2692,140/pct:40/0/default.jpg",,269,41 V,1132,1904,2692,140,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_127_V_TC_46/2320,2334,492,96/pct:40/0/default.jpg",,10,127 V,2320,2334,492,96,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_55_R_TC_46/3176,3582,806,126/pct:40/0/default.jpg",,94,55 R,3176,3582,806,126,
"https://stacks.stanford.edu/image/iiif/tn930ym5616%2F628_147_V_TC_46/576,1640,202,84/pct:40/0/default.jpg",,628,147 V,576,1640,202,84,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_108_R_TC_46/1928,3360,88,42/pct:40/0/default.jpg",,136,108 R,1928,3360,88,42,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_274_V_TC_46/842,2600,146,58/pct:40/0/default.jpg",,55,274 V,842,2600,146,58,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_112_V_TC_46/4076,5132,268,112/pct:40/0/default.jpg",,31,112 V,4076,5132,268,112,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_28_V_TC_46/1084,2094,2858,120/pct:40/0/default.jpg",,269,28 V,1084,2094,2858,120,
"https://stacks.stanford.edu/image/iiif/xb003nj3345%2F051_128_TC_46/2164,4772,212,86/pct:40/0/default.jpg",,51,128,2164,4772,212,86,
"https://stacks.stanford.edu/image/iiif/qd947xd9843%2F483_094_R_TC_46/342,1912,530,90/pct:40/0/default.jpg",,483,94 R,342,1912,530,90,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_096_V_TC_46/1216,2772,434,64/pct:40/0/default.jpg",,310,96 V,1216,2772,434,64,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_120_R_TC_46/1346,2348,254,76/pct:40/0/default.jpg",,75,120 R,1346,2348,254,76,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_165_R_TC_46/2140,3350,1478,98/pct:40/0/default.jpg",,52,165 R,2140,3350,1478,98,
"https://stacks.stanford.edu/image/iiif/fn354xs7634%2F004_010_V_TC_46/3492,4152,954,120/pct:40/0/default.jpg",,4,10 V,3492,4152,954,120,
"https://stacks.stanford.edu/image/iiif/pj101rk1280%2F291_113_R_TC_46/180,3470,534,176/pct:40/0/default.jpg",,291,113 R,180,3470,534,176,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_156_V_TC_46/3696,2404,156,74/pct:40/0/default.jpg",,271,156 V,3696,2404,156,74,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_274_R_TC_46/2596,4536,656,104/pct:40/0/default.jpg",,16II,274 R,2596,4536,656,104,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_179_V_TC_46/2870,2164,244,98/pct:40/0/default.jpg",,52,179 V,2870,2164,244,98,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xix_V_TC_46/2056,3752,880,78/pct:40/0/default.jpg",,22,xix V,2056,3752,880,78,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_111_V_TC_46/888,2514,176,74/pct:40/0/default.jpg",,463,111 V,888,2514,176,74,
"https://stacks.stanford.edu/image/iiif/rc239bc1052%2F345_160_V_TC_46/3444,2436,1074,160/pct:40/0/default.jpg",,345,160 V,3444,2436,1074,160,
"https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_71_R_TC_46/576,4468,2302,214/pct:40/0/default.jpg",,373,71 R,576,4468,2302,214,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_028_V_TC_46/3954,1972,188,84/pct:40/0/default.jpg",,26,28 V,3954,1972,188,84,
"https://stacks.stanford.edu/image/iiif/jc891dg8213%2F252_20_V_TC_46/1018,5376,3072,140/pct:40/0/default.jpg",,252,20 V,1018,5376,3072,140,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_124_V_TC_46/1826,3406,2090,132/pct:40/0/default.jpg",,269,124 V,1826,3406,2090,132,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_084_V_TC_46/4072,2544,348,88/pct:40/0/default.jpg",,16II,84 V,4072,2544,348,88,
"https://stacks.stanford.edu/image/iiif/wn160sd8740%2F273_135_V_TC_46/3226,1080,590,126/pct:40/0/default.jpg",,273,135 V,3226,1080,590,126,
"https://stacks.stanford.edu/image/iiif/wz774ws7198%2F092_036_V_TC_46/3178,4210,578,106/pct:40/0/default.jpg",,92,36 V,3178,4210,578,106,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xvi_R_TC_46/1304,3628,642,78/pct:40/0/default.jpg",,22,xvi R,1304,3628,642,78,
"https://stacks.stanford.edu/image/iiif/qd947xd9843%2F483_049_R_TC_46/56,2256,524,82/pct:40/0/default.jpg",,483,49 R,56,2256,524,82,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_162_R_TC_46/2694,2046,248,78/pct:40/0/default.jpg",,75,162 R,2694,2046,248,78,
"https://stacks.stanford.edu/image/iiif/jj576yk1988%2F380_118_R_TC_46/530,1954,1416,124/pct:40/0/default.jpg",,380,118 R,530,1954,1416,124,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_119_R_TC_46/2848,1582,1206,126/pct:40/0/default.jpg",,94,119 R,2848,1582,1206,126,
"https://stacks.stanford.edu/image/iiif/rk793ps8480%2F276_093_V_TC_46/634,3794,870,116/pct:40/0/default.jpg",,276,93 V,634,3794,870,116,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xv_V_TC_46/2478,3904,298,58/pct:40/0/default.jpg",,22,xv V,2478,3904,298,58,
"https://stacks.stanford.edu/image/iiif/ws512bd6784%2F425_011_R_TC_46/2044,3680,1068,196/pct:40/0/default.jpg",,425,11 R,2044,3680,1068,196,
"https://stacks.stanford.edu/image/iiif/sp968bx9690%2F050_76_R_TC_46/2148,2676,1072,108/pct:40/0/default.jpg",,50,76 R,2148,2676,1072,108,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_034_V_TC_46/3052,4558,696,80/pct:40/0/default.jpg",,75,34 V,3052,4558,696,80,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_087_R_TC_46/626,5316,918,90/pct:40/0/default.jpg",,10,87 R,626,5316,918,90,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_36_R_TC_46/650,3126,2878,136/pct:40/0/default.jpg",,269,36 R,650,3126,2878,136,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_040_V_TC_46/668,756,134,40/pct:40/0/default.jpg",,480,40 V,668,756,134,40,
"https://stacks.stanford.edu/image/iiif/tj601fd3737%2F149_013_V_TC_46/1472,5698,1754,126/pct:40/0/default.jpg",,149,13 V,1472,5698,1754,126,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_348_R_TC_46/916,1976,794,90/pct:40/0/default.jpg",,10,348 R,916,1976,794,90,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_231_V_TC_46/2416,2690,222,56/pct:40/0/default.jpg",,55,231 V,2416,2690,222,56,
"https://stacks.stanford.edu/image/iiif/xv032gf3763%2F310_053_R_TC_46/566,2218,500,78/pct:40/0/default.jpg",,310,53 R,566,2218,500,78,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_017_R_TC_46/2708,1862,536,102/pct:40/0/default.jpg",,45,17 R,2708,1862,536,102,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_171_V_TC_46/2972,4484,182,86/pct:40/0/default.jpg",,49,171 V,2972,4484,182,86,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_248_V_TC_46/1242,1188,412,58/pct:40/0/default.jpg",,55,248 V,1242,1188,412,58,
"https://stacks.stanford.edu/image/iiif/zs345bj2650%2F270_076_V_TC_46/982,2990,1826,154/pct:40/0/default.jpg",,270,76 V,982,2990,1826,154,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_065_R_TC_46/1240,5596,452,82/pct:40/0/default.jpg",,52,65 R,1240,5596,452,82,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_054_V_TC_46/3000,5312,1432,138/pct:40/0/default.jpg",,135,54 V,3000,5312,1432,138,
"https://stacks.stanford.edu/image/iiif/sb986nn5729%2F136_30_R_TC_46/1650,3488,382,56/pct:40/0/default.jpg",,136,30 R,1650,3488,382,56,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_042_R_TC_46/1216,1370,656,94/pct:40/0/default.jpg",,45,42 R,1216,1370,656,94,
"https://stacks.stanford.edu/image/iiif/jv228wq5037%2F385_246_TC_46/1836,3134,1006,94/pct:40/0/default.jpg",,385,246,1836,3134,1006,94,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_080_V_TC_46/842,4186,620,98/pct:40/0/default.jpg",,45,80 V,842,4186,620,98,
"https://stacks.stanford.edu/image/iiif/nh464gk4498%2F107_82_V_TC_46/954,618,456,64/pct:40/0/default.jpg",,107,82 V,954,618,456,64,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_054_R_TC_46/1180,4188,458,112/pct:40/0/default.jpg",,3,54 R,1180,4188,458,112,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_118_R_TC_46/1300,3878,466,78/pct:40/0/default.jpg",,26,118 R,1300,3878,466,78,
"https://stacks.stanford.edu/image/iiif/nh277tk2537%2F265_526_TC_46/2470,1852,176,60/pct:40/0/default.jpg",,265,526,2470,1852,176,60,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_235_R_TC_46/1730,1316,598,56/pct:40/0/default.jpg",,55,235 R,1730,1316,598,56,
"https://stacks.stanford.edu/image/iiif/qt808nj0703%2F016II_143_V_TC_46/2862,352,1456,122/pct:40/0/default.jpg",,16II,143 V,2862,352,1456,122,
"https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_7_R_TC_46/318,3494,802,206/pct:40/0/default.jpg",,373,7 R,318,3494,802,206,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_016_R_TC_46/296,3160,1138,142/pct:40/0/default.jpg",,135,16 R,296,3160,1138,142,
"https://stacks.stanford.edu/image/iiif/hv214nw9015%2F295_119_R_TC_46/330,5184,1350,204/pct:40/0/default.jpg",,295,119 R,330,5184,1350,204,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_054_R_TC_46/1030,4154,1174,98/pct:40/0/default.jpg",,45,54 R,1030,4154,1174,98,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_218_V_TC_46/1100,1312,2852,134/pct:40/0/default.jpg",,269,218 V,1100,1312,2852,134,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_154_V_TC_46/1046,2028,318,60/pct:40/0/default.jpg",,55,154 V,1046,2028,318,60,
"https://stacks.stanford.edu/image/iiif/zv088kx4487%2F003_083_V_TC_46/3924,4630,350,120/pct:40/0/default.jpg",,3,83 V,3924,4630,350,120,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_559_TC_46/870,1886,376,90/pct:40/0/default.jpg",,441,559,870,1886,376,90,
"https://stacks.stanford.edu/image/iiif/yw579bn5109%2F130_007_R_TC_46/696,4278,272,74/pct:40/0/default.jpg",,130,7 R,696,4278,272,74,
"https://stacks.stanford.edu/image/iiif/yp140pk0305%2F416_152_R_TC_46/450,1752,1466,92/pct:40/0/default.jpg",,416,152 R,450,1752,1466,92,
"https://stacks.stanford.edu/image/iiif/zh479gp8621%2F316_176_V_TC_46/822,4780,764,116/pct:40/0/default.jpg",,316,176 V,822,4780,764,116,
"https://stacks.stanford.edu/image/iiif/xr745mn3815%2F480_286_V_TC_46/1494,654,434,84/pct:40/0/default.jpg",,480,286 V,1494,654,434,84,
"https://stacks.stanford.edu/image/iiif/hw998hp3077%2F461_108_V_TC_46/1132,3730,1196,126/pct:40/0/default.jpg",,461,108 V,1132,3730,1196,126,
"https://stacks.stanford.edu/image/iiif/qx685bd1288%2F317_150_R_TC_46/288,3328,828,90/pct:40/0/default.jpg",,317,150 R,288,3328,828,90,
"https://stacks.stanford.edu/image/iiif/xn117yn5845%2F371_117_R_TC_46/1416,3420,768,110/pct:40/0/default.jpg",,371,117 R,1416,3420,768,110,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_055_R_TC_46/278,982,1312,134/pct:40/0/default.jpg",,135,55 R,278,982,1312,134,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_x_V_TC_46/3200,3328,624,86/pct:40/0/default.jpg",,22,x V,3200,3328,624,86,
"https://stacks.stanford.edu/image/iiif/pk169zy5002%2F271_156_V_TC_46/1884,136,320,146/pct:40/0/default.jpg",,271,156 V,1884,136,320,146,
"https://stacks.stanford.edu/image/iiif/pq574zw4714%2F463_270_V_TC_46/1896,2496,1068,98/pct:40/0/default.jpg",,463,270 V,1896,2496,1068,98,
"https://stacks.stanford.edu/image/iiif/rg420yp8320%2F373_35_R_TC_46/308,3512,2670,202/pct:40/0/default.jpg",,373,35 R,308,3512,2670,202,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_052_V_TC_46/908,708,1298,100/pct:40/0/default.jpg",,45,52 V,908,708,1298,100,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_143_TC_46/1390,1696,824,76/pct:40/0/default.jpg",,441,143,1390,1696,824,76,
"https://stacks.stanford.edu/image/iiif/gm669vs3001%2F058_19_R_TC_46/816,5062,776,114/pct:40/0/default.jpg",,58,19 R,816,5062,776,114,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_33_V_TC_46/3856,2994,284,82/pct:40/0/default.jpg",,49,33 V,3856,2994,284,82,
"https://stacks.stanford.edu/image/iiif/ft757ht3699%2F162_290_TC_46/1572,446,328,148/pct:40/0/default.jpg",,162,290,1572,446,328,148,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_242_R_TC_46/2552,2032,514,78/pct:40/0/default.jpg",,75,242 R,2552,2032,514,78,
"https://stacks.stanford.edu/image/iiif/cg742qv0435%2F328_064_TC_46/1248,2914,332,154/pct:40/0/default.jpg",,328,64,1248,2914,332,154,
"https://stacks.stanford.edu/image/iiif/qx973nn9218%2F010_289_V_TC_46/3428,3458,744,94/pct:40/0/default.jpg",,10,289 V,3428,3458,744,94,
"https://stacks.stanford.edu/image/iiif/jz069xd3008%2F269_219_V_TC_46/3190,4608,618,142/pct:40/0/default.jpg",,269,219 V,3190,4608,618,142,
"https://stacks.stanford.edu/image/iiif/jj548nk9202%2F045_014_V_TC_46/844,4354,308,94/pct:40/0/default.jpg",,45,14 V,844,4354,308,94,
"https://stacks.stanford.edu/image/iiif/kz066hg9217%2F075_019_R_TC_46/2128,3540,156,76/pct:40/0/default.jpg",,75,19 R,2128,3540,156,76,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_095_V_TC_46/2990,3090,446,150/pct:40/0/default.jpg",,135,95 V,2990,3090,446,150,
"https://stacks.stanford.edu/image/iiif/xd956wx5361%2F022_xii_R_TC_46/658,4382,356,78/pct:40/0/default.jpg",,22,xii R,658,4382,356,78,
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_041_V_TC_46/1344,2718,968,120/pct:40/0/default.jpg",,439,41 V,1344,2718,968,120,
"https://stacks.stanford.edu/image/iiif/wk321dt4676%2F094_55_R_TC_46/304,452,1634,198/pct:40/0/default.jpg",,94,55 R,304,452,1634,198,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_185_V_TC_46/1042,2786,1194,98/pct:40/0/default.jpg",,31,185 V,1042,2786,1194,98,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_111_R_TC_46/1470,880,200,56/pct:40/0/default.jpg",,55,111 R,1470,880,200,56,
"https://stacks.stanford.edu/image/iiif/vd280pd3953%2F052_142_R_TC_46/388,4224,780,102/pct:40/0/default.jpg",,52,142 R,388,4224,780,102,
"https://stacks.stanford.edu/image/iiif/gc974js8368%2F135_057_R_TC_46/274,3366,880,138/pct:40/0/default.jpg",,135,57 R,274,3366,880,138,
"https://stacks.stanford.edu/image/iiif/wh417sx8653%2F441_529_TC_46/228,1760,794,90/pct:40/0/default.jpg",,441,529,228,1760,794,90,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_185_V_TC_46/2126,1064,348,58/pct:40/0/default.jpg",,55,185 V,2126,1064,348,58,
"https://stacks.stanford.edu/image/iiif/hg483cz7854%2F055_242_V_TC_46/420,532,320,64/pct:40/0/default.jpg",,55,242 V,420,532,320,64,
"https://stacks.stanford.edu/image/iiif/xn117yn5845%2F371_100_V_TC_46/1066,630,1564,100/pct:40/0/default.jpg",,371,100 V,1066,630,1564,100,
"https://stacks.stanford.edu/image/iiif/gs070yh9296%2F339_068_V_TC_46/1738,2040,198,88/pct:40/0/default.jpg",,339,68 V,1738,2040,198,88,
"https://stacks.stanford.edu/image/iiif/xk876dn8316%2F485_217_R_TC_46/2324,5056,590,102/pct:40/0/default.jpg",,485,217 R,2324,5056,590,102,
