URL,Letter,"primary 
color","secondary 
colors",is Error,Error Description,ms_no,page,rv,x,y,w,h,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_196_R_TC_46/75,3953,1048,975/pct:40/0/default.jpg",G,blue,red,,,11,196,R,75,3953,1048,975,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_203_R_TC_46/2183,2200,555,1243/pct:40/0/default.jpg",F,red,blue,,,11,203,R,2183,2200,555,1243,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_205_V_TC_46/3783,1890,595,910/pct:40/0/default.jpg",L,red,blue,,,11,205,V,3783,1890,595,910,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_209_R_TC_46/168,6368,623,503/pct:40/0/default.jpg",R,red,blue,,,11,209,R,168,6368,623,503,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_209_V_TC_46/3833,740,655,925/pct:40/0/default.jpg",S,red,blue,,,11,209,V,3833,740,655,925,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_211_V_TC_46/3723,4000,990,1608/pct:40/0/default.jpg",A,blue,red,,,11,211,V,3723,4000,990,1608,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_221_R_TC_46/2410,938,1545,923/pct:40/0/default.jpg",C,red,blue,,,11,221,R,2410,938,1545,923,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_221_V_TC_46/1513,905,995,1128/pct:40/0/default.jpg",B,blue,red,,,11,221,V,1513,905,995,1128,,,,
"https://stacks.stanford.edu/image/iiif/qk423pn9162%2F011_222_R_TC_46/88,703,1585,1448/pct:40/0/default.jpg",A,red,blue,T,,11,222,R,88,703,1585,1448,,,,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_124_V_TC_46/1288,3755,368,533/pct:40/0/default.jpg",P,red,,,,23,124,V,1288,3755,368,533,,,,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_44_V_TC_46/720,3303,980,1320/pct:40/0/default.jpg",L,green,,,,28,44,V,720,3303,980,1320,,,,
"https://stacks.stanford.edu/image/iiif/my719tj3506%2F031_170_V_TC_46/5490,5393,483,1143/pct:40/0/default.jpg",,,,T,,31,170,V,5490,5393,483,1143,,,,
"https://stacks.stanford.edu/image/iiif/vv058df9042%2F033_120_V_TC_46/3145,4990,470,2345/pct:40/0/default.jpg",A,red,blue,,,33,120,V,3145,4990,470,2345,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_020a_R_TC_46/13,693,805,3760/pct:40/0/default.jpg",T,blue,red,,,46,20,R,13,693,805,3760,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_035_V_TC_46/3773,5225,390,1250/pct:40/0/default.jpg",F,red,,,,46,35,V,3773,5225,390,1250,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_056_R_TC_46/280,2543,450,1160/pct:40/0/default.jpg",P,red,,,,46,56,R,280,2543,450,1160,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_079_V_TC_46/3693,3003,460,823/pct:40/0/default.jpg",L,green,,,,46,79,V,3693,3003,460,823,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_086_R_TC_46/335,5183,308,365/pct:40/0/default.jpg",S,red,,,,46,86,R,335,5183,308,365,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_086_V_TC_46/3803,6095,343,560/pct:40/0/default.jpg",S,red,,,,46,86,V,3803,6095,343,560,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_089_V_TC_46/3730,1380,380,1203/pct:40/0/default.jpg",F,red,,,,46,89,V,3730,1380,380,1203,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_091_R_TC_46/2465,3268,315,615/pct:40/0/default.jpg",S,green,,,,46,91,R,2465,3268,315,615,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_144_R_TC_46/2480,1045,455,1133/pct:40/0/default.jpg",P,green,,,,46,144,R,2480,1045,455,1133,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_154_V_TC_46/3820,4845,523,853/pct:40/0/default.jpg",N,blue,,,,46,154,V,3820,4845,523,853,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_187_V_TC_46/3795,4658,408,578/pct:40/0/default.jpg",S,red,,,,46,187,V,3795,4658,408,578,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_193_V_TC_46/1448,928,525,1140/pct:40/0/default.jpg",N,green,,,,46,193,V,1448,928,525,1140,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_196_R_TC_46/2380,2205,458,1228/pct:40/0/default.jpg",P,red,,,,46,196,R,2380,2205,458,1228,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_196_V_TC_46/3730,5390,438,1098/pct:40/0/default.jpg",P,red,,,,46,196,V,3730,5390,438,1098,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_204_V_TC_46/1410,3088,550,525/pct:40/0/default.jpg",T,blue,red,,,46,204,V,1410,3088,550,525,,,,
"https://stacks.stanford.edu/image/iiif/fs743fm9703%2F046_219_V_TC_46/3760,4428,435,710/pct:40/0/default.jpg",P,blue,,,,46,219,V,3760,4428,435,710,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_105_R_TC_46/2263,2560,335,1270/pct:40/0/default.jpg",C,blue,red,,,49,105,R,2263,2560,335,1270,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_105_R_TC_46/470,3745,295,1113/pct:40/0/default.jpg",C,red,blue,,,49,105,R,470,3745,295,1113,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_107_V_TC_46/3430,3063,443,1868/pct:40/0/default.jpg",A,red,blue,,,49,107,V,3430,3063,443,1868,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_107_V_TC_46/3513,4920,318,763/pct:40/0/default.jpg",C,blue,red,,,49,107,V,3513,4920,318,763,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_107_V_TC_46/1653,3650,385,783/pct:40/0/default.jpg",E,blue,red,,,49,107,V,1653,3650,385,783,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_108_R_TC_46/2225,2593,400,1670/pct:40/0/default.jpg",F,blue,red,,,49,108,R,2225,2593,400,1670,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_108_V_TC_46/1643,5888,560,1270/pct:40/0/default.jpg",A,red,blue,,,49,108,V,1643,5888,560,1270,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_108_V_TC_46/3410,5925,480,1153/pct:40/0/default.jpg",P,red,blue,,,49,108,V,3410,5925,480,1153,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_108_V_TC_46/3475,3370,443,1825/pct:40/0/default.jpg",A,blue,red,,,49,108,V,3475,3370,443,1825,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_110_R_TC_46/2233,3233,418,1653/pct:40/0/default.jpg",F,red,blue,,,49,110,R,2233,3233,418,1653,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_111_V_TC_46/3553,850,373,1125/pct:40/0/default.jpg",U,blue,red,,,49,111,V,3553,850,373,1125,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_112_R_TC_46/398,4573,483,1583/pct:40/0/default.jpg",U,blue,red,,,49,112,R,398,4573,483,1583,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_112_R_TC_46/2190,1545,480,1443/pct:40/0/default.jpg",D,red,blue,,,49,112,R,2190,1545,480,1443,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_113_V_TC_46/1608,5525,415,1510/pct:40/0/default.jpg",B,blue,red,,,49,113,V,1608,5525,415,1510,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_113_V_TC_46/1668,2408,373,1580/pct:40/0/default.jpg",B,red,blue,,,49,113,V,1668,2408,373,1580,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_113_V_TC_46/3433,4845,480,1998/pct:40/0/default.jpg",A,blue,red,,,49,113,V,3433,4845,480,1998,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_113_V_TC_46/3498,2928,410,1460/pct:40/0/default.jpg",T,red,blue,,,49,113,V,3498,2928,410,1460,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_117_R_TC_46/418,3630,475,1273/pct:40/0/default.jpg",C,red,blue,,,49,117,R,418,3630,475,1273,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_117_V_TC_46/3433,3523,423,1683/pct:40/0/default.jpg",F,red,blue,,,49,117,V,3433,3523,423,1683,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_119_V_TC_46/1630,5988,410,1120/pct:40/0/default.jpg",A,red,blue,,,49,119,V,1630,5988,410,1120,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_119_V_TC_46/3538,4688,365,1133/pct:40/0/default.jpg",M,red,blue,,,49,119,V,3538,4688,365,1133,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_120_V_TC_46/1608,5123,418,1118/pct:40/0/default.jpg",C,red,blue,,,49,120,V,1608,5123,418,1118,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_120_V_TC_46/1628,1063,688,1723/pct:40/0/default.jpg",E,blue,red,,,49,120,V,1628,1063,688,1723,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_121_R_TC_46/2213,2150,510,2513/pct:40/0/default.jpg",F,blue,red,,,49,121,R,2213,2150,510,2513,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_122_V_TC_46/3555,5928,393,795/pct:40/0/default.jpg",U,red,blue,,,49,122,V,3555,5928,393,795,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_123_V_TC_46/1660,1450,330,828/pct:40/0/default.jpg",E,red,blue,,,49,123,V,1660,1450,330,828,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_124_R_TC_46/2300,2395,313,1063/pct:40/0/default.jpg",P,blue,red,,,49,124,R,2300,2395,313,1063,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_124_R_TC_46/2153,4305,633,2325/pct:40/0/default.jpg",Q,red,blue,,,49,124,R,2153,4305,633,2325,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_127_V_TC_46/1703,4473,410,953/pct:40/0/default.jpg",F,red,blue,,,49,127,V,1703,4473,410,953,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_129_V_TC_46/3493,2693,445,1580/pct:40/0/default.jpg",F,red,blue,,,49,129,V,3493,2693,445,1580,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_129_V_TC_46/1635,5855,475,888/pct:40/0/default.jpg",M,blue,red,,,49,129,V,1635,5855,475,888,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_131_R_TC_46/373,3798,423,1893/pct:40/0/default.jpg",F,red,blue,,,49,131,R,373,3798,423,1893,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_131_R_TC_46/2283,3255,500,770/pct:40/0/default.jpg",Q,blue,red,,,49,131,R,2283,3255,500,770,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_135_V_TC_46/1658,2468,450,1570/pct:40/0/default.jpg",A,red,blue,,,49,135,V,1658,2468,450,1570,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_135_V_TC_46/3453,4620,438,1795/pct:40/0/default.jpg",A,red,blue,,,49,135,V,3453,4620,438,1795,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_136_V_TC_46/3510,543,450,2075/pct:40/0/default.jpg",Q,red,blue,,,49,136,V,3510,543,450,2075,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_141_V_TC_46/3463,5720,490,998/pct:40/0/default.jpg",F,red,blue,,,49,141,V,3463,5720,490,998,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_142_V_TC_46/1693,2233,390,1990/pct:40/0/default.jpg",F,blue,red,,,49,142,V,1693,2233,390,1990,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_143_R_TC_46/468,4565,428,1278/pct:40/0/default.jpg",U,blue,red,,,49,143,R,468,4565,428,1278,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_143_V_TC_46/1673,3730,353,1023/pct:40/0/default.jpg",P,red,blue,,,49,143,V,1673,3730,353,1023,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_145_V_TC_46/1653,1715,418,1888/pct:40/0/default.jpg",A,red,blue,,,49,145,V,1653,1715,418,1888,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_145_V_TC_46/3595,5788,260,270/pct:40/0/default.jpg",C,blue,red,,,49,145,V,3595,5788,260,270,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_146_R_TC_46/2253,1810,475,1708/pct:40/0/default.jpg",F,red,blue,,,49,146,R,2253,1810,475,1708,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_146_V_TC_46/1645,1633,438,680/pct:40/0/default.jpg",M,blue,red,,,49,146,V,1645,1633,438,680,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_146_V_TC_46/3393,2205,558,1720/pct:40/0/default.jpg",F,red,blue,,,49,146,V,3393,2205,558,1720,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_148_V_TC_46/3478,3123,500,1990/pct:40/0/default.jpg",F,blue,red,,,49,148,V,3478,3123,500,1990,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_153_R_TC_46/2248,2468,535,1755/pct:40/0/default.jpg",P,red,blue,,,49,153,R,2248,2468,535,1755,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_153_V_TC_46/1763,3188,380,1570/pct:40/0/default.jpg",U,blue,red,,,49,153,V,1763,3188,380,1570,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_153_V_TC_46/3540,4795,403,1915/pct:40/0/default.jpg",A,red,blue,,,49,153,V,3540,4795,403,1915,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_154_R_TC_46/385,4243,480,1750/pct:40/0/default.jpg",A,blue,red,,,49,154,R,385,4243,480,1750,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_155_V_TC_46/3490,5560,383,1140/pct:40/0/default.jpg",B,red,blue,,,49,155,V,3490,5560,383,1140,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_157_R_TC_46/418,2373,470,1040/pct:40/0/default.jpg",C,blue,red,,,49,157,R,418,2373,470,1040,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_157_R_TC_46/2280,1840,450,1880/pct:40/0/default.jpg",A,red,blue,,,49,157,R,2280,1840,450,1880,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_157_V_TC_46/1708,4928,335,1275/pct:40/0/default.jpg",P,blue,red,,,49,157,V,1708,4928,335,1275,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_158_R_TC_46/365,4415,415,1188/pct:40/0/default.jpg",R,red,blue,,,49,158,R,365,4415,415,1188,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_160_R_TC_46/563,3053,310,1005/pct:40/0/default.jpg",M,blue,red,,,49,160,R,563,3053,310,1005,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_160_V_TC_46/3488,4788,370,870/pct:40/0/default.jpg",P,blue,red,,,49,160,V,3488,4788,370,870,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_161_V_TC_46/3595,3243,333,1230/pct:40/0/default.jpg",O,blue,red,,,49,161,V,3595,3243,333,1230,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_162_R_TC_46/2175,4815,503,1645/pct:40/0/default.jpg",F,red,blue,,,49,162,R,2175,4815,503,1645,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_162_V_TC_46/3465,3323,528,1160/pct:40/0/default.jpg",M,blue,red,,,49,162,V,3465,3323,528,1160,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_165_V_TC_46/1665,3973,408,803/pct:40/0/default.jpg",P,red,blue,,,49,165,V,1665,3973,408,803,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_166_R_TC_46/508,2053,390,728/pct:40/0/default.jpg",H,blue,red,,,49,166,R,508,2053,390,728,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_168_R_TC_46/2235,3170,470,1500/pct:40/0/default.jpg",F,red,blue,,,49,168,R,2235,3170,470,1500,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_168_R_TC_46/2333,905,448,1090/pct:40/0/default.jpg",F,blue,red,,,49,168,R,2333,905,448,1090,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_168_V_TC_46/1780,2913,288,763/pct:40/0/default.jpg",E,blue,red,,,49,168,V,1780,2913,288,763,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_168_V_TC_46/3483,4403,518,1398/pct:40/0/default.jpg",F,red,blue,,,49,168,V,3483,4403,518,1398,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_174_V_TC_46/1660,5723,528,990/pct:40/0/default.jpg",M,red,blue,,,49,174,V,1660,5723,528,990,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_174_V_TC_46/3630,3178,360,1248/pct:40/0/default.jpg",C,blue,red,,,49,174,V,3630,3178,360,1248,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_175_R_TC_46/565,2220,373,1205/pct:40/0/default.jpg",C,red,blue,,,49,175,R,565,2220,373,1205,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_175_R_TC_46/2428,2370,415,640/pct:40/0/default.jpg",T,blue,red,,,49,175,R,2428,2370,415,640,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_178_R_TC_46/575,1193,428,1030/pct:40/0/default.jpg",E,red,blue,,,49,178,R,575,1193,428,1030,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_178_R_TC_46/2193,5265,455,1625/pct:40/0/default.jpg",Q,blue,red,,,49,178,R,2193,5265,455,1625,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_181_V_TC_46/1740,3280,385,698/pct:40/0/default.jpg",P,blue,red,,,49,181,V,1740,3280,385,698,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_182_V_TC_46/1828,5298,403,1235/pct:40/0/default.jpg",D,blue,red,,,49,182,V,1828,5298,403,1235,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_186_R_TC_46/528,3735,415,1015/pct:40/0/default.jpg",P,blue,red,,,49,186,R,528,3735,415,1015,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_186_R_TC_46/2328,2660,465,1235/pct:40/0/default.jpg",R,red,blue,,,49,186,R,2328,2660,465,1235,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_188_R_TC_46/545,3998,365,535/pct:40/0/default.jpg",E,blue,red,,,49,188,R,545,3998,365,535,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_188_R_TC_46/2328,2775,405,1678/pct:40/0/default.jpg",H,red,blue,,,49,188,R,2328,2775,405,1678,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_189_V_TC_46/1645,1608,463,1408/pct:40/0/default.jpg",R,red,blue,,,49,189,V,1645,1608,463,1408,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_189_V_TC_46/3558,1158,350,1253/pct:40/0/default.jpg",R,blue,red,,,49,189,V,3558,1158,350,1253,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_190_R_TC_46/2220,3813,520,1888/pct:40/0/default.jpg",A,red,blue,,,49,190,R,2220,3813,520,1888,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_190_R_TC_46/2438,848,385,875/pct:40/0/default.jpg",R,blue,red,,,49,190,R,2438,848,385,875,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_191_R_TC_46/355,5073,538,1588/pct:40/0/default.jpg",A,blue,red,,,49,191,R,355,5073,538,1588,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_191_R_TC_46/2350,4328,445,943/pct:40/0/default.jpg",N,red,blue,,,49,191,R,2350,4328,445,943,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_199_R_TC_46/410,4410,490,1473/pct:40/0/default.jpg",B,blue,red,,,49,199,R,410,4410,490,1473,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_199_R_TC_46/508,743,418,1235/pct:40/0/default.jpg",E,red,blue,,,49,199,R,508,743,418,1235,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_205_V_TC_46/1630,3273,585,2085/pct:40/0/default.jpg",A,blue,red,,,49,205,V,1630,3273,585,2085,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_207_R_TC_46/2168,4580,400,1175/pct:40/0/default.jpg",M,blue,red,,,49,207,R,2168,4580,400,1175,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_207_R_TC_46/2245,1513,463,913/pct:40/0/default.jpg",D,red,blue,,,49,207,R,2245,1513,463,913,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_207_R_TC_46/370,5378,343,958/pct:40/0/default.jpg",F,blue,red,,,49,207,R,370,5378,343,958,,,,
"https://stacks.stanford.edu/image/iiif/qy662bj1544%2F049_218_R_TC_46/375,3450,515,1348/pct:40/0/default.jpg",P,red,blue,,,49,218,R,375,3450,515,1348,,,,
